DateComtd,DayComtd,TimeComtd,EntryNo,PPO,Unit/Station,Area of Incident,Barangay,Bldg/House No/Street/Sitio,X,Y,CrimeType,IndexCrimeType,CrimeCategory,Classification,Mode of Commission,StreetCrime,InvolMinor?,SpecialCase,WeaponUsed,FACaliber,FAStatus,FALicenseNr,C-R-S Firearms,FADisposition,Transport,MotorcycleRidingCriminals,Driver(Suspect),VehOwner,VehType,VehPlateNum,Drugs,DrugConfsctdItem,Gmblng,GmblngConfsctdItem,GmblngAmntCnfsctd,CrnppngRecUnrec,RobType,BankRobAmt,EstblshmntType,EstblshmntName,CaseStat,Solved,Cleared,Uncleared/Unsolved,Arrest,NrArrstdSspct,Place of Occurrence
13/01/2020,Monday,12:47 pm,202001-080,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Cadawinonan,Purok Narra,123.271629,9.302372,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 11),,No,,,,,,,,,,,,,,Shabu,"
Piece of seized evidences were:
a)	One (1) pc small elongated heat sealed transparent plastic sachet containing suspected shabu granule/powder buy-bust item; 
b)	Three (3) pcs elongated heat sealed transparent plastic sachets containing suspected shabu ganules/powder.
c)	One (1) pc disposable lighter color blue; and
d)	One (1) pc Five Hundred peso bill (500) with serial number LL658457 used as buy-bust money.

",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
13/01/2020,Monday,11:30 pm,Traf(135)066,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Taclobo,Dr. V. Locsin St.,123.299644,9.306586,NON-INDEX CRIME,,PHYSICALINJURIES,Less Serious Phy Inj TRI,Vehicular Accident - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
14/01/2020,Tuesday,7:42 am,Traf(135)067,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Banilad,Fronting Natasha,123.29467,9.28666,NON-INDEX CRIME,,PHYSICALINJURIES,Less Serious Phy Inj TRI,Vehicular Accident - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
14/01/2020,Tuesday,8:00 am,Traf(135)068,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Batinguel,,123.289322,9.309911,NON-INDEX CRIME,,PHYSICALINJURIES,Less Serious Phy Inj TRI,Vehicular Accident - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
14/01/2020,Tuesday,11:50 am,Traf(135)070,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bantayan,Near Third Gate of St. Paul University,123.30014,9.326596,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
14/01/2020,Tuesday,12:15 pm,Traf(135)071,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 3 (Barangay 3),"Near Pick and Carry, Perdices St.",123.307632,9.308873,NON-INDEX CRIME,,PHYSICALINJURIES,Less Serious Phy Inj TRI,Vehicular Accident - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
14/01/2020,Tuesday,4:00 pm,202001-082,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bantayan,Purok 3,123.308044,9.331233,INDEX CRIME,Crime Against Property,THEFT,Salisi,Salisi (Akyat Bahay),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,Unihabited Place
15/01/2020,Wednesday,7:40 pm,202001-085,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Candau-ay,Purok Yellowtops,123.270683,9.312092,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 11),,No,,,,,,,,,,,,,,Shabu,"
1.	One (1) piece small heat sealed transparent plastic sachet containing suspected shabu granules later marked as KA-SW1-01-15-20 with signature;
2.	Four (4) pieces heat sealed transparent plastic sachet containing suspected shabu granules later marked as KA-SW2-01-15-20 to KA-SW5-01-15-20 with signature all with signatures;
3.	One (1) piece big empty transparent plastic later marked as KA-SW6-01-15-20 with signature;
4.	One (1) piece ampao small red envelope later marked as later marked as KA-SW7-01-15-20 with signature;
5.	One (1) piece pouch color  (red/black/orange) assorted color where items number 2 and 3 are placed later marked as KA-SW8-01-15-20 with signature;
6.	Two (2) pieces used tin foil (hand rolled) later marked as KA-SW9-01-15-20 with signature; and 
7.	One (1) piece plastic rectangular tube where items number 6 is placed inside later marked as KA-SW10-01-15-20 with signature.
 
",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
16/01/2020,Thursday,1:30 pm,202001-090,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 3 (Barangay 3),Hotel Palwa,123.305908,9.307113,NON-INDEX CRIME,,OTHERNONINDEX,Estafa,Failure to Pay Chit/Bill,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Commercial-Business Establishments) - Resort/Hotel/Motel/Inn
17/01/2020,Friday,10:30 am,Traf(135)078,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bantayan,Intersaection St. Paul University,123.297821,9.32613,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
18/01/2020,Saturday,9:50 am,202001-095,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,Zone 4,123.312279,9.317237,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 11),,No,,,,,,,,,,,,,,Shabu,"
a. Three (3) small heat sealed transparent plastic sachet containing suspected 
shabu granules/powder marked as “RR-P1-01/18/2020,RR-P2-01/18/2020 and RR-
P3-01/18/2020” all with signature.
",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
18/01/2020,Saturday,10:00 am,202001-096,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Pulantubig,Demira Compound,123.291229,9.325638,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (General),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,(Commercial-Business Establishments) - Office 
18/01/2020,Saturday,9:15 pm,Traf(135)082,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bagacay,Jose Romero Road corner Going Old Cemetery,123.29306,9.299768,NON-INDEX CRIME,,PHYSICALINJURIES,Less Serious Phy Inj TRI,Vehicular Accident - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
18/01/2020,Saturday,1:20 pm,202001-097,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Candau-ay,Purok Everlasting,123.264618,9.313902,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 11),,No,,,,,,,,,,,,,,Shabu,"
Piece of seized evidence:
a.	One (1) pc. elongated heat sealed transparent plastic sachet containing suspected shabu granules/powder marked as JTS-P1-1/18/2020  with signature; and
b.	One (1) pc. Small heat sealed transparent plastic sachet containing suspected shabu granules/powder marked as JTS-P2-1/18/2020 with signature.

",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
19/01/2020,Sunday,10:00 am,202001-099,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Cadawinonan,Purok Tugas,123.271935,9.303008,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 11),,No,,,,,,,,,,,,,,Shabu,"
Piece of seized evidence:
a.	Two (2) pcs. small heat sealed transparent plastic sachet containing suspected shabu granules/powder 

",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
19/01/2020,Sunday,3:15 am,Traf(135)083,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Piapi,"Near Whatever, Flores Avenue",123.312546,9.320392,NON-INDEX CRIME,,PHYSICALINJURIES,Less Serious Phy Inj TRI,Vehicular Accident - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
19/01/2020,Sunday,5:10 pm,202001-103,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Daro,Purok Kawayan,123.296875,9.318201,NON-INDEX CRIME,,SPECIALLAWS,COCKFIGHTING LAW OF 1974 - PD 449,ILL GAMBLING (Bettor),,No,,,,,,,,,,,,,,,,Fighting Cock,"Recovered Evidences: 
1. Two (2) pcs fighting cocks color red; 
2. Two (2) pcs Gaff; and 
3. Confiscated Bet money worth Php724.00 in different denomination.
One the above stated place, time and date, personnel of this station under the supervision  of PLTCOL WILFREDO I ALARCON JR, ACOP conducted
anti-illegal gambling operation that resulted to the arrest of the above listed suspects after they   were   caught   in   flagrante   delicto   playing/betting   locally   known   as “Tigbakay”. Suspects were informed on their constitutional rights and the nature of the   case   they   committed   in   Cebuano   dialect.   Disposition:   Detained   at   DCPSCustodial Facility while appropriate charges are still prepared for filing.",Php 724.00,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,7,Unihabited Place
20/01/2020,Monday,9:30 pm,202001-108,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Calindagan,Purok Orchids,123.308479,9.299752,NON-INDEX CRIME,,SPECIALLAWS,PD 1602 / RA 9287  (GAMBLING),ILL GAMBLING (Bettor),,No,,,,,,,,,,,,,,,,Card Games,"Recovered Evidences: 
a.	One (1) set playing cards locally known as “Baraha”; and
b.	Bet money worth Php 443.00 in different denominations.

",Php 443.00,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,3,(Inside Residences) - Public Residential Area
20/01/2020,Monday,9:11 pm,202001-109,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 2 (Barangay 2),Purok 3,123.308479,9.302923,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 11),,No,,,,,,,,,,,,,,Shabu,"Piece of seized evidence:
1. One (1) pc. elongated heat sealed transparent plastic sachet containing suspected shabu granules later marked as “KBG-P1-01-20-2020” with signature;
2. One (1) pc. elongated heat sealed transparent plastic sachet containing suspected shabu granules later marked as “KBG-P2-01-20-2020” with signature;
3. Two (2) pcs. big pack heat sealed transparent plastic sachet containing suspected shabu granules later marked as “KBG-P3-01-20-2020” & “KBG-P4-01-20-2020” with signatures;
4. One (1) pc. Big pack heat sealed transparent plastic sachet containing suspected marijuana dried leaves later marked as “KBG-P5-01-20-2020” with signature;
5. Two (2) pcs. disposable lighter color yellow & white with pink collectively marked as“KBG-P6-01-20-2020” with signature;
6. One (1) unit Huawei cellular phone color white/silver/gold later marked as “KBG-P7-01-20-2020” with signature;
7. One (1) pc. Safety matches with brand name Fuego color red later marked as “KBG-P8-01-20-2020” with signature; and 
8. One (1) pc. Large transparent plastic sachet containing items 2,3,4,5, & 7 later marked as “KBG-P9-01-20-2020” with signature;

",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
20/01/2020,Monday,9:00 pm,202001-110,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Calindagan,Purok Orchids,123.307487,9.298026,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 11),,No,,,,,,,,,,,,,,Shabu,"
Piece of seized evidences:
1. One (1) pc. elongated heat sealed transparent plastic sachet containing suspected shabu granules later marked as “JAB-P1-01-20-2020” with signature;
2. One (1) pc. Brown wallet with brand name Polo Grand USA; and
3. One (1) pc. Motorcycle key with key holder.

",,,,,,,,,Filed in Pros / Court,No,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
21/01/2020,Tuesday,1:00 am,202001-111,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,Zone II,123.311485,9.317023,NON-INDEX CRIME,,SPECIALLAWS,PD 1602 / RA 9287  (GAMBLING),ILL GAMBLING (Bettor),,No,,,,,,,,,,,,,,,,Panchong,"Recovered Evidences: 
	a. One (1) set domino blocks;
	b. Three (3) pcs. Dice;
	c. One (1) pc. Wooden box containing items 1 & 2;
	d. One (1) pc. Wooden table;
	e. Three (3) pcs. Wooden chair; and
	f. Bet money worth Php 1,280.00 in different denominations.

",Php 1280.00,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,7,(Inside Residences) - Public Residential Area
20/01/2020,Monday,8:40 pm,Traf(135)087,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Talay,Fronting Helath Center,123.262695,9.293055,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
21/01/2020,Tuesday,8:30 am,202001-112,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Daro,LTO Office,123.301384,9.311655,NON-INDEX CRIME,,SPECIALLAWS,ANTI-RED TAPE ACT OF 2007 - RA 9485,,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Commercial-Business Establishments) - Office 
20/01/2020,Monday,2:20 pm,202001-114,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,Zone V,123.311729,9.31629,NON-INDEX CRIME,,SPECIALLAWS,RA 10591 / 8294 (FIREARMS & EXPLOSIVES),Viol. of RA 10591 (Possession),,No,,Small Arms - Handgun (Pistol or Revolver),Cal. 45,,,RECOVERED,,,,,,,,,,,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
20/01/2020,Monday,2:20 pm,202001-114,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,Zone V,123.311729,9.31629,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 5),,No,,,,,,,,,,,,,,Shabu,"
1. One   (1)   piece   small   sized   heat   sealed   transparent   plastic   sachet
containing suspected shabu granules now marked as BB-AM-01-20-2020
with signature (object of sale);
2. One (1) piece one thousand peso bill with serial no. JW443460 used as
Buy Bust money;
3. Ten   (10)   pieces   medium   sized   heat   sealed   transparent   plastic   sachet
containing suspected shabu marked as P1-AM-01-20-2020 to P10-AM-01-
20-2020 all with signatures;
4. One (1) piece self-sealing transparent plastic sachet marked as P11-AM-
01-20-2020   with   signature   containing   three   (3)   pieces   elongated   heat
sealed transparent plastic sachet  containing suspected shabu marked as
P11-A-AM, P11-B-AM and P11-C-AM;
5. One (1) unit Oppo touch screen phone marked as  P12-AM-01-20-2020
with signature;
6. One   (1)     piece   belt   bag   (Fila)   marked   as   P13-AM-01-20-2020   with
signature
used as container for items 3 and 4;
7. one (1) unit caliber .45 pistol (Colt)  marked as AM-P1 inserted with one (1)
piece   magazine   for   caliber   .45   marked   as   AM-P2   containing   seven   (7)
pieces cal. .45 live ammunition marked as AM-P3 to AM-P9;
8. one (1) unit Suzuki Multicab (Van Type) color Satin Silver with key   and
with plate no. JDU 172 marked as P14-AM-01-20-2020 with signature;
",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
20/01/2020,Monday,2:20 pm,202001-114,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,Zone V,123.311729,9.31629,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 11),,No,,,,,,,,,,,,,,Shabu,"
1. One   (1)   piece   small   sized   heat   sealed   transparent   plastic   sachet
containing suspected shabu granules now marked as BB-AM-01-20-2020
with signature (object of sale);
2. One (1) piece one thousand peso bill with serial no. JW443460 used as
Buy Bust money;
3. Ten   (10)   pieces   medium   sized   heat   sealed   transparent   plastic   sachet
containing suspected shabu marked as P1-AM-01-20-2020 to P10-AM-01-
20-2020 all with signatures;
4. One (1) piece self-sealing transparent plastic sachet marked as P11-AM-
01-20-2020   with   signature   containing   three   (3)   pieces   elongated   heat
sealed transparent plastic sachet  containing suspected shabu marked as
P11-A-AM, P11-B-AM and P11-C-AM;
5. One (1) unit Oppo touch screen phone marked as  P12-AM-01-20-2020
with signature;
6. One   (1)     piece   belt   bag   (Fila)   marked   as   P13-AM-01-20-2020   with
signature
used as container for items 3 and 4;
7. one (1) unit caliber .45 pistol (Colt)  marked as AM-P1 inserted with one (1)
piece   magazine   for   caliber   .45   marked   as   AM-P2   containing   seven   (7)
pieces cal. .45 live ammunition marked as AM-P3 to AM-P9;
8. one (1) unit Suzuki Multicab (Van Type) color Satin Silver with key   and
with plate no. JDU 172 marked as P14-AM-01-20-2020 with signature;
",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
21/01/2020,Tuesday,5:00 pm,Traf(135)092,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 4 (Barangay 4),"Near Bethel Guest House, Rizal Boulevard",123.310143,9.306332,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
21/01/2020,Tuesday,7:30 pm,202001-116,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 2 (Barangay 2),Lukewright,123.309547,9.302277,INDEX CRIME,Crime Against Person,PHYSICALINJURIES,Less Serious Phy Inj,Stabbing/Hacking - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Filed in Pros / Court,No,Yes,No,No,0,
21/01/2020,Tuesday,11:39 pm,202001-117,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Cadawinonan,Housing Project,123.264519,9.295919,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 11),,No,,,,,,,,,,,,,,Shabu,"
Piece of seized evidences:
1.Seven (7) pcs elongated heat sealed transparent plastic sachet containing suspected shabu powder/granules marked as “AMO-P1_01/21/2020” up to “AMO-P7-01/21/2020 with signature,
2.ONE (1) pc medium size heat sealed transparent plastic sachet containing suspected shabu powder/granules marked as “AMO-P8-01/21/2020 with signature,
3.One (1) pc large size heat sealed transparent plastic sachet containing suspected shabu powder/granules marked as “AMO-P9-01/21/2020 with signature,
4.One (1) pc unsealed transparent plastic sachet containing items # 1,2 and 3 marked as “AMO-P10-01/21/2020 with signature, 
5.One (1) pc elongated heat sealed transparent plastic sachet containing suspected shabu powder/granules marked as “AMO-P11-01/21/2020 with signature

",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
21/01/2020,Tuesday,11:45 pm,202001-118,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Cadawinonan,Housing Project,123.275101,9.301377,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 11),,No,,,,,,,,,,,,,,Shabu,"
Piece of seized evidences:
1.	One (1) pc elongated heat sealed transparent plastic sachet containing suspected shabu powder/granules marked as “LFYC-P1-01/21/2020” with signature;
2.	One (1) pc elongated heat sealed transparent plastic sachet containing suspected shabu powder/granules marked as “MPT-P1-01/21/2020; and
3.	One (1) 1 pc elongated heat sealed transparent plastic sachet containing suspected shabu powder/granules marked as “RS-P1-01/21/2020.

 ",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,3,(Inside Residences) - Public Residential Area
21/01/2020,Tuesday,11:55 am,202001-119,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Cadawinonan,Housing Project,123.274757,9.299778,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 11),,No,,,,,,,,,,,,,,Shabu,"
Piece of seized evidences:
1.	One (1) pc elongated heat sealed transparent plastic sachet containing suspected shabu powder/granules marked as “ATJ-P1-01/21/2020” with signature; and
2.	One (1) pc elongated heat sealed transparent plastic sachet containing suspected shabu powder/granules marked as “JAE-P1-01/21/2020 with signature

",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,2,(Inside Residences) - Public Residential Area
22/01/2020,Wednesday,12:30 pm,202001-122,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 3 (Barangay 3),"Casa Luna Pension Inn, Real St.",123.305565,9.305991,INDEX CRIME,Crime Against Property,THEFT,Qualified Theft,Qualified Theft,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,(Commercial-Business Establishments) - Resort/Hotel/Motel/Inn
22/01/2020,Wednesday,7:00 pm,202001-123,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Cadawinonan,"Block 19 Lot 3, Housing Project",123.274818,9.299741,NON-INDEX CRIME,,OTHERNONINDEX,Alarm & Scandal,acted unruly went wild ,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
22/01/2020,Wednesday,11:05 pm,202001-124,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Calindagan,Beside Negros Lodge,123.303734,9.299633,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 5),,No,,,,,,,,,,,,,,Shabu,"
Piece of seized evidences:
1.	One (1) pc elongated heat sealed transparent plastic sachet containing suspected shabu powder/granules marked as “RAV-BB-01-22-2020” with signature; and
2.	One (1) pc elongated heat sealed transparent plastic sachet containing suspected shabu powder/granules marked as “RAV-P1-01-22-2020” with signature;
3.	One (1) big plastic sachet containing another heat sealed plastic sachet containing suspected shabu granules/powder marked as “RAV-P2-01-22-2020” with signature;
4.	One (1) One Thousand Peso Bill used as buy-bust money bearing serial number UP 560701; and 
5.	Nine (9) pcs One Hundred peso bills collectively believed to be a cash proceeds.

",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
22/01/2020,Wednesday,11:05 pm,202001-124,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Calindagan,Beside Negros Lodge,123.303734,9.299633,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 11),,No,,,,,,,,,,,,,,Shabu,"
Piece of seized evidences:
1.	One (1) pc elongated heat sealed transparent plastic sachet containing suspected shabu powder/granules marked as “RAV-BB-01-22-2020” with signature; and
2.	One (1) pc elongated heat sealed transparent plastic sachet containing suspected shabu powder/granules marked as “RAV-P1-01-22-2020” with signature;
3.	One (1) big plastic sachet containing another heat sealed plastic sachet containing suspected shabu granules/powder marked as “RAV-P2-01-22-2020” with signature;
4.	One (1) One Thousand Peso Bill used as buy-bust money bearing serial number UP 560701; and 
5.	Nine (9) pcs One Hundred peso bills collectively believed to be a cash proceeds.

",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
23/01/2020,Thursday,9:30 am,202001-125,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Balugo,Habitat II,123.2827,9.30341,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 11),,No,,,,,,,,,,,,,,Shabu,"

Piece of seized evidence:
a.	One (1) pc. small heat sealed transparent plastic sachet containing suspected shabu granules/powder marked as JFG-P1-01/23/2020 with signature

",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
23/01/2020,Thursday,3:30 am,Traf(135)096,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 5 (Barangay 5),"Fronting Uytensu Hall, Hibbard corner Katada St.",123.307373,9.316073,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
